,Title,Price,NumberReview,Review,url
58,"Lunarable Burgundy Fabric by The Yard, Oriental Mandala Floral Motifs Persian Mosaic Abstract, Decorative Fabric for Upholstery and Home Accents, 1 Yard, Navy Blue  ",22.95,1,4.0 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A059335229N3F6F47VJIQ&url=%2FLunarable-Burgundy-Oriental-Decorative-Upholstery%2Fdp%2FB07HFZ5CBB%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448005%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-59-spons%26psc%3D1&qualifier=1637448005&id=4647807793598547&widgetName=sp_btf
59,"Popular Handicrafts Hippie Mandala Bohemian Tapestry Wall Hanging, Psychedelic Wall Art, Dorm Dacor Beach Throw, Indian Wall Tapestries  ",14.18,1520,4.5 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A08020162ZC1N5B82TMFY&url=%2FPopular-Handicrafts-Bohemian-Psychedelic-Tapestries%2Fdp%2FB0847QTKF3%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448005%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-60-spons%26psc%3D1&qualifier=1637448005&id=4647807793598547&widgetName=sp_btf
60,"A2Z Rug|Palma 1495 Modern Striped Silver Grey Pattern|Living Dining Room Area Rug|Soft Low Pile|160x230cm - 5'3""x7'7""ft|Abstract Medium Area Carpet  ",109.99,476,4.4 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A04776723MT5RFVJJWCNX&url=%2FA2Z-Rug-Contemporary-Palma-160x230%2Fdp%2FB07CY2QFX2%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-49-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_atf_next
61,"Hippie Mandala Bohemian Psychedelic Intricate Floral Design Indian Bedspread Magical Thinking Tapestry Kerala Tapestry 84x90 Inches,(215x230cms) Red  ",30.04,,,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A03956941KYEJNUX1I1UB&url=%2FBohemian-Psychedelic-Intricate-Bedspread-215x230cms%2Fdp%2FB01MQUWX6Z%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-50-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_atf_next
62,"AIVIA Boho Throw Blanket, Colorful Chenille Woven Bohemian Sofa Recliner Loveseat Furniture Cover Aztec Hippie Throws Blankets (87"" x 103"", Red Green Navy Yellow)  ",77.99,433,4.7 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A06237843H4YHB48INJ7J&url=%2FChenille-Lightweight-Protector-Armchair-Featured%2Fdp%2FB08BLTMB1N%2Fref%3Dsr_1_51_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-51-spons%26psc%3D1%26smid%3DA2CX5FH64MY02T&qualifier=1637448020&id=8982767713849391&widgetName=sp_atf_next
63,"eCarpetGallery Indoor Outdoor Sisal Area Rug, Black-Silver, 5'3"" x 7'7"", Sisal Abstract, 315444  ",84.97,32,4.6 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0938379L5A4TZ9FM5TY&url=%2FeCarpetGallery-Outdoor-Black-Silver-Abstract-315444%2Fdp%2FB081J4RJTQ%2Fref%3Dsr_1_52_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-52-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_atf_next
64,Persian Adjustabl Farvahar Cap Hat Persia Farsi Parsi Faravahar Gift Art  ,24.63,1,5.0 out of 5 stars,https://www.amazon.ca/Asoodehdelan-Iranian-Adjustabl-Farvahar-Faravahar/dp/B079VXM6RP/ref=sr_1_53?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-53
65,"Nourison GRF14 Grafix Traditional Distressed Navy/Blue Area Rug 5'3"" x 7'3""  ",136.33,308,4.5 out of 5 stars,https://www.amazon.ca/Nourison-GRF14-Grafix-Traditional-Distressed/dp/B077Y7T6Q9/ref=sr_1_54?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-54
66,"Persian cats: 2021 Wall Calendar, 16 Month Calendar, ""8.5x8.5"" Inch  ",14.38,Golabi,3.6 out of 5 stars,https://www.amazon.ca/Persian-cats-Calendar-Month-8-5x8-5/dp/B08MHJDSWR/ref=sr_1_55?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-55
67,Crate and Barrel Juno White Traditional Persian Handmade 100% Wool Rugs & Carpets (5'x8')  ,299.00,,,https://www.amazon.ca/Crate-Barrel-Traditional-Persian-Handmade/dp/B07V614PSQ/ref=sr_1_56?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-56
68,"nuLOOM Tameika Persian Area Rug, 5' x 7' 5"", Aqua  ",159.84,6,3.1 out of 5 stars,https://www.amazon.ca/nuLOOM-200RZBD12A-53079-Traditional-Persian-5-Feet/dp/B011D8W7QM/ref=sr_1_57?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-57
69,Arena Women's Rulebreaker Play Bandeau Bikini Athletic Sport Swim Top  ,41.55,63,4.1 out of 5 stars,https://www.amazon.ca/Arena-Rulebreaker-Bandeau-Apparel-Green-Yellow/dp/B07BJKS911/ref=sr_1_58?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-58
70,"Rug Branch Majestic Black Cream Traditional Vintage Persian High-Density Area Rug (4x6 feet) Transitional - 3'9"" x 5'6"", Black Cream  ",109.13,1,5.0 out of 5 stars,https://www.amazon.ca/Rug-Branch-Majestic-High-Density-Transitional/dp/B07RP4229N/ref=sr_1_59?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-59
71,"Safavieh Vintage Hamadan Collection VTH219A Traditional Oriental Persian Area Rug, 4' x 6', Red/Multi  ",123.27,94,4.6 out of 5 stars,https://www.amazon.ca/Safavieh-Vintage-Collection-Oriental-Antiqued/dp/B01M12S0KH/ref=sr_1_60?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-60
72,"nuLOOM Floral Persian Lavenia Area Rug, 4' x 6', Aqua  ",126.04,43,4.3 out of 5 stars,https://www.amazon.ca/nuLOOM-Floral-Persian-Lavenia-Aqua/dp/B01MY7TB98/ref=sr_1_61?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-61
73,Persians: The Age of the Great Kings  ,22.99,,,https://www.amazon.ca/Persians-Great-Kings-Lloyd-Llewellyn-Jones-ebook/dp/B09BN3BSXF/ref=sr_1_62?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-62
74,Safavieh Monaco Collection MNC243N Vintage Bohemian Navy and Light Blue Distressed Area Rug (8' x 10')  ,329.99,8187,4.6 out of 5 stars,https://www.amazon.ca/Safavieh-Collection-MNC243N-Bohemian-Distressed/dp/B01MSYXTHO/ref=sr_1_63?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-63
75,"Persian: Cat notebooks motivational notebook, inspiration, journal, diary (110 Pages, Blank, 6 x 9)  ",6.14,,,https://www.amazon.ca/Persian-notebooks-motivational-notebook-inspiration/dp/1082523593/ref=sr_1_64?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-64
76,"Persian Grove Journal (Diary, Notebook)  ",15.99,Golabi,4.9 out of 5 stars,https://www.amazon.ca/Persian-Grove-Journal-Diary-Notebook/dp/1441331743/ref=sr_1_65?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-65
77,"nuLOOM Derya Persian Vintage Area Rug, 6' 7"" x 9', Blue  ",203.99,82,4.7 out of 5 stars,https://www.amazon.ca/nuLOOM-Derya-Persian-Vintage-Area/dp/B07TFBJK7M/ref=sr_1_66?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-66
78,Farsi Poem Necklace Iranian Persian Anar Necklace Pomegranate Necklace  ,55.22,,,https://www.amazon.ca/Necklace-Iranian-Persian-Pomegranate-Plated/dp/B0956WJZMC/ref=sr_1_67?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-67
79,Home Dynamix Ariana Collection 3-Piece Area Rug Set - Ultra Soft & Super Durable 7069-202 Claret  ,96.32,830,4.1 out of 5 stars,https://www.amazon.ca/Home-Dynamix-Ariana-Collection-3-Piece/dp/B008KLAE8Y/ref=sr_1_68?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-68
80,"Maison d' Hermine Kashmir Paisley 100% Cotton Tablecloth for Kitchen Dining | Tabletop | Decoration | Parties | Weddings | Thanksgiving/Christmas (Rectangle, 60 Inch by 120 Inch)  ",82.99,3650,4.7 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0425093397O9YOHXOQUB&url=%2FMaison-Hermine-Kashmir-Paisley-Tablecloth%2Fdp%2FB01CJID2KK%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-69-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_mtf
81,Maison d' Hermine Oak Leaves 100% Cotton Table Runner for Party | Dinner | Holidays | Kitchen | Thanksgiving/Christmas | Home [Single Layer (14.5 Inch by 108 Inch)]  ,36.99,19,4.5 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A00548113TUPWDQ32HTLG&url=%2FMaison-dHermine-Leaves-Cotton-Runner%2Fdp%2FB07GDN3L8K%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-70-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_mtf
82,"Rug Branch Cascade Modern Area Rug (5x8 feet) Abstract - 5'3"" x 7'7"", Navy Blue  ",145.65,1,4.0 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A014031636F01S3VCX32Y&url=%2FRug-Branch-Cascade-Modern-Abstract%2Fdp%2FB07VHC17LZ%2Fref%3Dsr_1_71_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-71-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_mtf
83,"A2Z Rug|Amsterdam 164 Multi Rug Vintage Abstract Contemporary Colourful Brushed Pattern|Family Room Livingroom Rug|Soft Short Pile |160x230cm - 5'3""x7'7""ft|Geometric Pattern Small Area Carpet  ",169.99,2,5.0 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A065618183LF6OV7OM5L&url=%2FA2Z-Rug-Amsterdam-Contemporary-Livingroom%2Fdp%2FB09449WNFS%2Fref%3Dsr_1_72_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-72-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_mtf
84,"Superior Paloma Collection Area Rug, 8mm Pile Height with Jute Backing, Traditional Persian Rug Design, Fashionable and Affordable Woven Rugs - 4' x 6' Rug  ",109.77,146,4.5 out of 5 stars,https://www.amazon.ca/Superior-Collection-Traditional-Fashionable-Affordable/dp/B074GZQ2CT/ref=sr_1_73?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-73
85,"nuLOOM Reiko Vintage Persian Area Rug, 8' x 10', Blue  ",332.00,15,4.5 out of 5 stars,https://www.amazon.ca/nuLOOM-200MCGZ01C-8010-Traditional-Inspired-Overdyed/dp/B00Y3KTAV8/ref=sr_1_74?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-74
86,1909 Checkered Black and White 5 x 7 Area Rug Carpet  ,230.25,1,5.0 out of 5 stars,https://www.amazon.ca/1909-Checkered-Black-Area-Carpet/dp/B07932DJMS/ref=sr_1_75?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-75
87,Persian: Cats calendar 2021 : Funny Gag Gift for Persian Cats Lovers Calendar Beautiful Joke  ,12.77,,,https://www.amazon.ca/Persian-calendar-Lovers-Calendar-Beautiful/dp/B08T43T5K4/ref=sr_1_76?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-76
88,"The Persians: Ancient, Mediaeval and Modern Iran  ",37.15,Golabi,4.4 out of 5 stars,https://www.amazon.ca/Persians-Ancient-Mediaeval-Modern-Iran/dp/0300169329/ref=sr_1_77?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-77
89,"nuLOOM Paisley Verona Vintage Persian Area Rug, 8' x 10', Brown  ",426.92,29,4.2 out of 5 stars,https://www.amazon.ca/nuLOOM-Lindsay-Persian-Vintage-Brown/dp/B07HCSYR8V/ref=sr_1_78?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-78
90,The Catfather Persian Cat Lover Funny Father Cat Dad Gift T-Shirt  ,27.99,,,https://www.amazon.ca/Catfather-Persian-Lover-Father-T-Shirt/dp/B099ZTTHQN/ref=sr_1_79?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-79
91,Persians  ,1.99,Golabi,4.0 out of 5 stars,https://www.amazon.ca/Persians-Aeschylus-ebook/dp/B07SJCPXB2/ref=sr_1_80?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-80
92,2305 Gray Black Red White Swirls 5'2 x7'2 Modern Abstract Area Rug Carpet by Persian-Rugs  ,169.61,32,4.6 out of 5 stars,https://www.amazon.ca/2305-Gray-Abstract-Area-Persian-Rugs/dp/B01IE8J3KW/ref=sr_1_81?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-81
93,"nuLOOM Persian Medallion Rozella Rug, 4' X 6', Orange  ",106.77,15,3.7 out of 5 stars,https://www.amazon.ca/nuLOOM-Persian-Medallion-Rozella-Orange/dp/B01MY7RDWX/ref=sr_1_82?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-82
94,"nuLOOM Florence Vintage Persian Area Rug, 3' x 5', Rust  ",85.20,152,4.4 out of 5 stars,https://www.amazon.ca/nuLOOM-Florence-Vintage-Persian-Area/dp/B07W6JYCGL/ref=sr_1_83?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-83
95,"nuLOOM Paisley Verona Vintage Persian Runner Rug, 2' 6"" x 10', Blue  ",87.90,61,4.0 out of 5 stars,https://www.amazon.ca/nuLOOM-Paisley-Vintage-Persian-Runner/dp/B084LNGJ2K/ref=sr_1_84?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-84
96,"Rug Branch Majestic Cream Black Traditional Vintage Persian High-Density Area Rug (7x10 feet) Transitional - 6'6"" x 9'4"", Cream Black  ",331.30,16,4.5 out of 5 stars,https://www.amazon.ca/Rug-Branch-Majestic-High-Density-Transitional/dp/B07RN2B4CC/ref=sr_1_85?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-85
97,Tommy Hilfiger Mens Underwear Knit Boxers  ,25.96,453,4.6 out of 5 stars,https://www.amazon.ca/Tommy-Hilfiger-Athletic-Persian-X-Large/dp/B01G69Z89Q/ref=sr_1_86?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-86
98,Ballard Designs Devlin Traditional Persian Handmade 100% Wool Rugs & Carpets (9'x12')  ,849.00,,,https://www.amazon.ca/Ballard-Designs-Traditional-Persian-Handmade/dp/B07V2SDBPZ/ref=sr_1_87?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-87
99,Amur Shiraz Handmade Persian Rug 73.62 x 39.37 inches.  ,"1,250.00",,,https://www.amazon.ca/Shiraz-Handmade-Persian-73-62-inches/dp/B08DW7THF6/ref=sr_1_88?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-88
100,"Ladole Rugs TMS13104 Timeless Collection Rowen Beautiful Traditional Outdoor Area Rug Carpet, 5'3"" X 7'5"" (160cm x 230cm)  ",107.62,31,3.5 out of 5 stars,https://www.amazon.ca/Ladole-Rugs-Collection-Beautiful-Traditional/dp/B07H4ZRCTW/ref=sr_1_89?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-89
101,"nuLOOM Vintage Persian Distressed Isla Area Rug, 4' x 6', Blue  ",114.83,3,5.0 out of 5 stars,https://www.amazon.ca/nuLOOM-Vintage-Persian-Distressed-Isla/dp/B085K1HV3S/ref=sr_1_90?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-90
102,Caitela Vintage Antique Oriental Turkish Persian Bathroom Anti-Skid Mats Set 2 Piece Rugs Non-Skid Pads Bath Mat + U-Shaped Floor mat  ,34.12,,,https://www.amazon.ca/Caitela-Oriental-Bathroom-Anti-Skid-Non-Skid/dp/B098MJ5FZS/ref=sr_1_91?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-91
103,"Ladole Rugs Goldline Cream Ivory Blue Bordered Persian Style Area Rug 6'7"" X 9'2"" (LGN10505)  ",,,,https://www.amazon.ca/Goldline-Bordered-Persian-Approx-Bedroom/dp/B082MS465C/ref=sr_1_92?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-92
104,Wacoal Womens B-Smooth Hi Cut Brief Panty  ,15.90,3,3.8 out of 5 stars,https://www.amazon.ca/Wacoal-Womens-B-Smooth-Persian-XX-Large/dp/B08MVJDGS8/ref=sr_1_93?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-93
105,"Loloi ll SA-02 Isadora Collection Distressed Persian Area Rug, 8'-0"" x 10'-0"", Oatmeal/Multi  ",422.77,85,3.9 out of 5 stars,https://www.amazon.ca/Loloi-SA-02-Isadora-Collection-Distressed/dp/B07R24RQDK/ref=sr_1_94?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-94
106,Pars Automatic Persian Rice Cooker (15 Cup) by Pars  ,173.43,939,4.3 out of 5 stars,https://www.amazon.ca/Pars-Automatic-Persian-Rice-Cooker/dp/B00E7HUWP0/ref=sr_1_95?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-95
107,The Persian  ,0.00,Golabi,3.6 out of 5 stars,https://www.amazon.ca/Persian-Gordon-Watt-ebook/dp/B075WDMY8W/ref=sr_1_96?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-96
108,"nuLOOM RZBD41A Persian Leilani Rug, 4' x 6', Fuchsia  ",101.18,121,4.5 out of 5 stars,https://www.amazon.ca/nuLOOM-RZBD41A-Persian-Leilani-Fuchsia/dp/B0718W21CQ/ref=sr_1_97?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-97
109,The Persians: Lost Civilizations  ,38.37,Golabi,4.0 out of 5 stars,https://www.amazon.ca/Persians-Lost-Civilizations-Geoffrey-Parker/dp/1780236506/ref=sr_1_98?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-98
110,Arena Women’s Rule Breaker Feel Triangle Top MaxLife Bikini Top  ,37.92,81,4.0 out of 5 stars,https://www.amazon.ca/Arena-Rulebreaker-Triangle-Green-Yellow-XX-Small/dp/B07BJKDJCP/ref=sr_1_99?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-99
111,"Safavieh HG625A-8 Heritage Collection Handmade Traditional Oriental Red Wool Area Rug (7'6"" x 9'6"")  ",657.49,1002,4.5 out of 5 stars,https://www.amazon.ca/Safavieh-HG625A-8-Heritage-Collection-Traditional/dp/B002P9OIWA/ref=sr_1_100?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-100
112,JINCHAN Area Rug 3x5 Door Mat Persian Rug Accent Rug Indoor Soft Floor Cover Retro Carpet Floral Print Country Rug Living Room Kitchen Flat Rug Boho Mat Entryway Front Doormat Non Slip Red Multi  ,74.52,536,4.5 out of 5 stars,https://www.amazon.ca/JINCHAN-Persian-Country-Kitchen-Entryway/dp/B091THTML8/ref=sr_1_101?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-101
113,Well Woven Barclay Medallion Kashan Red Traditional Area Rug 6'7'' X 9'6''  ,393.24,2799,4.7 out of 5 stars,https://www.amazon.ca/Well-Woven-Barclay-Medallion-Traditional/dp/B009KSIW6W/ref=sr_1_102?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-102
114,Persian Carpet Texture Abstract Ornament Round Mandala Middle Eastern Rugs Floor Mat Soft Non Slip Area Throw Rugs Door Mat Nursery Carpet for Living Room Home Indoor Outdoor Yoga Mat Runner Rugs  ,81.42,,,https://www.amazon.ca/Persian-Texture-Abstract-Ornament-Mandala/dp/B09HK2XF26/ref=sr_1_103?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-103
115,Chaelilife Persian Oriental Medallion Area Rug - 2’ X 4.3’ Vintage Traditional Runner Rug Boho Tribal Throw Rug Faux Wool Carpet Soft Non-Slip Washable Bath Rug for Kitchen Laundry Room Bedroom  ,58.99,,,https://www.amazon.ca/Chaelilife-Persian-Oriental-Medallion-Area/dp/B09D6P8F3B/ref=sr_1_104?crid=2ODRV04KOTK3K&keywords=persian&qid=1637448020&sprefix=persian%2Caps%2C148&sr=8-104
116,"Persian Saffron Threads from Afghanistan by Slofoodgroup, Premium Quality Saffron Threads, All Red Saffron for Cooking, Tea, Grade 1 , 3 Grams  ",22.86,1190,4.4 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A06162283MQGJ2BFGAD6K&url=%2FPersian-Saffron-Threads-Afghanistan-Slofoodgroup%2Fdp%2FB01HOXIRXM%2Fref%3Dsr_1_105_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-105-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_btf
117,"Popular Handicrafts Hippie Mandala Bohemian Tapestry Wall Hanging, Psychedelic Wall Art, Dorm Dacor Beach Throw, Indian Wall Tapestries  ",14.28,1520,4.5 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A080152438A61R0UILX7O&url=%2FPopular-Handicrafts-Bohemian-Psychedelic-Tapestries%2Fdp%2FB0847R7NQC%2Fref%3Dsr_1_106_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-106-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_btf
118,Composition VII by Wassily Kandinsky Canvas Art Wall Art Home Decor (24in x 18in Modern Black Framed)  ,202.04,,,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0850373GJI9G3XUI82V&url=%2FComposition-Wassily-Kandinsky-Canvas-Modern%2Fdp%2FB08DTLHCZQ%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-107-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_btf
119,"nuLOOM BDSM05A Julene Area Rug, 5' x 8', Grey  ",136.00,235,4.3 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A00936951UK1O0FCG0UFM&url=%2FnuLOOM-200BDSM05A-508-Machine-Contemporary-Polypropylene%2Fdp%2FB013EZ7HNU%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448020%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-108-spons%26psc%3D1&qualifier=1637448020&id=8982767713849391&widgetName=sp_btf
120,Round Mouse Pad Vintage Oriental Persian Floral Rug Mat Design Art (Red)  ,16.73,5,5.0 out of 5 stars,https://www.amazon.ca/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0656112LDK9N7257BE0&url=%2FVintage-Oriental-Persian-Floral-Design%2Fdp%2FB08T6VN3FL%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2ODRV04KOTK3K%26keywords%3Dpersian%26qid%3D1637448031%26sprefix%3Dpersian%252Caps%252C148%26sr%3D8-97-spons%26psc%3D1&qualifier=1637448031&id=6921555558689814&widgetName=sp_atf_next
